VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z
1254, 31175, 13.87241, 0.62997, 169.46831, -0.28346, -0.91339, 0.29921, 1.00, 0.95276, -0.24409, 0.17323, 1.00, 0.09882, 0.14368, 0.16797, 0.15063, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1255, 31138, 13.92548, 0.32935, 168.3185, -0.38583, -0.88189, 0.25984, 1.00, 0.92126, -0.37795, 0.07087, 1.00, 0.09882, 0.16565, 0.16797, 0.18677, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 0, 0, 0, 0, 0, 0, 0.98824, 0.01176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1256, 31139, 13.54053, -0.2186, 168.42789, -0.65354, -0.74016, 0.15748, 1.00, 0.76378, -0.6378, 0.12598, 1.00, 0.10822, 0.16565, 0.18347, 0.18677, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1257, 31176, 11.59264, 1.44476, 173.48839, -0.04724, -1.00, 0.05512, 1.00, 0.76378, 0.00, 0.64567, 1.00, 0.09882, 0.05957, 0.93896, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1258, 31177, 11.53, 1.01149, 173.53069, -0.14961, -0.98425, 0.11024, 1.00, 0.75591, -0.04724, 0.65354, 1.00, 0.10822, 0.05957, 0.93945, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1259, 31178, 11.03795, 1.11783, 174.07228, -0.10236, -0.99213, 0.0315, 1.00, 0.71654, -0.05512, 0.69291, 1.00, 0.10822, 0.04672, 0.93945, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1260, 31179, 11.07543, 1.51631, 174.06543, -0.02362, -1.00, 0.00787, 1.00, 0.72441, -0.01575, 0.68504, 1.00, 0.09882, 0.04672, 0.93896, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1261, 31176, 11.59264, 1.44476, 173.48839, -0.04724, -1.00, 0.05512, 1.00, 0.76378, 0.00, 0.64567, 1.00, 0.09882, 0.05957, 0.93896, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1262, 31178, 11.03795, 1.11783, 174.07228, -0.10236, -0.99213, 0.0315, 1.00, 0.71654, -0.05512, 0.69291, 1.00, 0.10822, 0.04672, 0.93945, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1263, 31179, 11.07543, 1.51631, 174.06543, -0.02362, -1.00, 0.00787, 1.00, 0.72441, -0.01575, 0.68504, 1.00, 0.09882, 0.04672, 0.93896, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1264, 31178, 11.03795, 1.11783, 174.07228, -0.10236, -0.99213, 0.0315, 1.00, 0.71654, -0.05512, 0.69291, 1.00, 0.10822, 0.04672, 0.93945, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1265, 31180, 10.55527, 1.24375, 174.56059, -0.10236, -0.99213, 0.02362, 1.00, 0.67717, -0.05512, 0.74016, 1.00, 0.10822, 0.03464, 0.93945, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1266, 31179, 11.07543, 1.51631, 174.06543, -0.02362, -1.00, 0.00787, 1.00, 0.72441, -0.01575, 0.68504, 1.00, 0.09882, 0.04672, 0.93896, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1267, 31181, 11.57086, 1.95811, 173.48232, 0.1811, -0.98425, -0.00787, 1.00, 0.77165, 0.13386, 0.62205, 1.00, 0.08856, 0.05957, 0.93848, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1268, 31176, 11.59264, 1.44476, 173.48839, -0.04724, -1.00, 0.05512, 1.00, 0.76378, 0.00, 0.64567, 1.00, 0.09882, 0.05957, 0.93896, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1269, 31182, 10.58812, 1.56117, 174.5533, -0.03937, -1.00, 0.0315, 1.00, 0.67717, -0.00787, 0.74016, 1.00, 0.09882, 0.03464, 0.93896, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1270, 31179, 11.07543, 1.51631, 174.06543, -0.02362, -1.00, 0.00787, 1.00, 0.72441, -0.01575, 0.68504, 1.00, 0.09882, 0.04672, 0.93896, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1271, 31180, 10.55527, 1.24375, 174.56059, -0.10236, -0.99213, 0.02362, 1.00, 0.67717, -0.05512, 0.74016, 1.00, 0.10822, 0.03464, 0.93945, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1272, 31183, 10.11094, 1.33811, 174.9361, -0.07874, -1.00, 0.00787, 1.00, 0.59055, -0.03937, 0.81102, 1.00, 0.10822, 0.0238, 0.93945, 0.65039, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1273, 31182, 10.58812, 1.56117, 174.5533, -0.03937, -1.00, 0.0315, 1.00, 0.67717, -0.00787, 0.74016, 1.00, 0.09882, 0.03464, 0.93896, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1274, 31180, 10.55527, 1.24375, 174.56059, -0.10236, -0.99213, 0.02362, 1.00, 0.67717, -0.05512, 0.74016, 1.00, 0.10822, 0.03464, 0.93945, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1275, 31184, 11.05873, 1.9645, 174.06697, 0.13386, -0.99213, 0.0315, 1.00, 0.72441, 0.11811, 0.67717, 1.00, 0.08856, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1276, 31181, 11.57086, 1.95811, 173.48232, 0.1811, -0.98425, -0.00787, 1.00, 0.77165, 0.13386, 0.62205, 1.00, 0.08856, 0.05957, 0.93848, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1277, 31179, 11.07543, 1.51631, 174.06543, -0.02362, -1.00, 0.00787, 1.00, 0.72441, -0.01575, 0.68504, 1.00, 0.09882, 0.04672, 0.93896, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1278, 31182, 10.58812, 1.56117, 174.5533, -0.03937, -1.00, 0.0315, 1.00, 0.67717, -0.00787, 0.74016, 1.00, 0.09882, 0.03464, 0.93896, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1279, 31184, 11.05873, 1.9645, 174.06697, 0.13386, -0.99213, 0.0315, 1.00, 0.72441, 0.11811, 0.67717, 1.00, 0.08856, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1280, 31179, 11.07543, 1.51631, 174.06543, -0.02362, -1.00, 0.00787, 1.00, 0.72441, -0.01575, 0.68504, 1.00, 0.09882, 0.04672, 0.93896, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1281, 31185, 10.97801, 2.26701, 174.04141, 0.51969, -0.85039, 0.02362, 1.00, 0.64567, 0.40945, 0.64567, 1.00, 0.08167, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1282, 31181, 11.57086, 1.95811, 173.48232, 0.1811, -0.98425, -0.00787, 1.00, 0.77165, 0.13386, 0.62205, 1.00, 0.08856, 0.05957, 0.93848, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1283, 31184, 11.05873, 1.9645, 174.06697, 0.13386, -0.99213, 0.0315, 1.00, 0.72441, 0.11811, 0.67717, 1.00, 0.08856, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1284, 31181, 11.57086, 1.95811, 173.48232, 0.1811, -0.98425, -0.00787, 1.00, 0.77165, 0.13386, 0.62205, 1.00, 0.08856, 0.05957, 0.93848, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1285, 31185, 10.97801, 2.26701, 174.04141, 0.51969, -0.85039, 0.02362, 1.00, 0.64567, 0.40945, 0.64567, 1.00, 0.08167, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1286, 31186, 11.44052, 2.32755, 173.48763, 0.59055, -0.80315, -0.11024, 1.00, 0.70866, 0.44094, 0.54331, 1.00, 0.08167, 0.05957, 0.93848, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1287, 31186, 11.44052, 2.32755, 173.48763, 0.59055, -0.80315, -0.11024, 1.00, 0.70866, 0.44094, 0.54331, 1.00, 0.08167, 0.05957, 0.93848, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1288, 31185, 10.97801, 2.26701, 174.04141, 0.51969, -0.85039, 0.02362, 1.00, 0.64567, 0.40945, 0.64567, 1.00, 0.08167, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1289, 31187, 11.29944, 2.38677, 173.4877, 0.92126, -0.3937, 0.00787, 1.00, 0.37008, 0.87402, 0.30709, 1.00, 0.07471, 0.05957, 0.93799, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1290, 31188, 10.88053, 2.31916, 174.019, 0.85827, -0.46457, 0.2126, 1.00, 0.33858, 0.82677, 0.44882, 1.00, 0.07471, 0.04672, 0.93799, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1291, 31187, 11.29944, 2.38677, 173.4877, 0.92126, -0.3937, 0.00787, 1.00, 0.37008, 0.87402, 0.30709, 1.00, 0.07471, 0.05957, 0.93799, 0.65186, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1292, 31185, 10.97801, 2.26701, 174.04141, 0.51969, -0.85039, 0.02362, 1.00, 0.64567, 0.40945, 0.64567, 1.00, 0.08167, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1293, 31189, 10.58767, 1.91561, 174.53757, 0.09449, -0.99213, 0.10236, 1.00, 0.65354, 0.13386, 0.74016, 1.00, 0.08856, 0.03464, 0.93848, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1294, 31185, 10.97801, 2.26701, 174.04141, 0.51969, -0.85039, 0.02362, 1.00, 0.64567, 0.40945, 0.64567, 1.00, 0.08167, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1295, 31184, 11.05873, 1.9645, 174.06697, 0.13386, -0.99213, 0.0315, 1.00, 0.72441, 0.11811, 0.67717, 1.00, 0.08856, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1296, 31184, 11.05873, 1.9645, 174.06697, 0.13386, -0.99213, 0.0315, 1.00, 0.72441, 0.11811, 0.67717, 1.00, 0.08856, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1297, 31182, 10.58812, 1.56117, 174.5533, -0.03937, -1.00, 0.0315, 1.00, 0.67717, -0.00787, 0.74016, 1.00, 0.09882, 0.03464, 0.93896, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1298, 31189, 10.58767, 1.91561, 174.53757, 0.09449, -0.99213, 0.10236, 1.00, 0.65354, 0.13386, 0.74016, 1.00, 0.08856, 0.03464, 0.93848, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1299, 31185, 10.97801, 2.26701, 174.04141, 0.51969, -0.85039, 0.02362, 1.00, 0.64567, 0.40945, 0.64567, 1.00, 0.08167, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1300, 31190, 10.53578, 2.16021, 174.49112, 0.43307, -0.87402, 0.2126, 1.00, 0.54331, 0.44094, 0.71654, 1.00, 0.08167, 0.03464, 0.93848, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1301, 31188, 10.88053, 2.31916, 174.019, 0.85827, -0.46457, 0.2126, 1.00, 0.33858, 0.82677, 0.44882, 1.00, 0.07471, 0.04672, 0.93799, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1302, 31185, 10.97801, 2.26701, 174.04141, 0.51969, -0.85039, 0.02362, 1.00, 0.64567, 0.40945, 0.64567, 1.00, 0.08167, 0.04672, 0.93848, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1303, 31189, 10.58767, 1.91561, 174.53757, 0.09449, -0.99213, 0.10236, 1.00, 0.65354, 0.13386, 0.74016, 1.00, 0.08856, 0.03464, 0.93848, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1304, 31190, 10.53578, 2.16021, 174.49112, 0.43307, -0.87402, 0.2126, 1.00, 0.54331, 0.44094, 0.71654, 1.00, 0.08167, 0.03464, 0.93848, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1305, 31191, 10.46292, 2.21206, 174.45096, 0.74016, -0.52756, 0.40945, 1.00, 0.27559, 0.80315, 0.53543, 1.00, 0.07471, 0.03464, 0.93799, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1306, 31188, 10.88053, 2.31916, 174.019, 0.85827, -0.46457, 0.2126, 1.00, 0.33858, 0.82677, 0.44882, 1.00, 0.07471, 0.04672, 0.93799, 0.65137, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1307, 31190, 10.53578, 2.16021, 174.49112, 0.43307, -0.87402, 0.2126, 1.00, 0.54331, 0.44094, 0.71654, 1.00, 0.08167, 0.03464, 0.93848, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1308, 31190, 10.53578, 2.16021, 174.49112, 0.43307, -0.87402, 0.2126, 1.00, 0.54331, 0.44094, 0.71654, 1.00, 0.08167, 0.03464, 0.93848, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1309, 31192, 10.07659, 2.07947, 174.79654, 0.27559, -0.6378, 0.71654, 1.00, 0.19685, 0.77165, 0.6063, 1.00, 0.07471, 0.0238, 0.93799, 0.65039, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1310, 31191, 10.46292, 2.21206, 174.45096, 0.74016, -0.52756, 0.40945, 1.00, 0.27559, 0.80315, 0.53543, 1.00, 0.07471, 0.03464, 0.93799, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1311, 31192, 10.07659, 2.07947, 174.79654, 0.27559, -0.6378, 0.71654, 1.00, 0.19685, 0.77165, 0.6063, 1.00, 0.07471, 0.0238, 0.93799, 0.65039, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1312, 31190, 10.53578, 2.16021, 174.49112, 0.43307, -0.87402, 0.2126, 1.00, 0.54331, 0.44094, 0.71654, 1.00, 0.08167, 0.03464, 0.93848, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1313, 31193, 10.09952, 2.01983, 174.86461, 0.14961, -0.88189, 0.44882, 1.00, 0.4252, 0.47244, 0.77165, 1.00, 0.08167, 0.0238, 0.93848, 0.65039, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1314, 31189, 10.58767, 1.91561, 174.53757, 0.09449, -0.99213, 0.10236, 1.00, 0.65354, 0.13386, 0.74016, 1.00, 0.08856, 0.03464, 0.93848, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1315, 31193, 10.09952, 2.01983, 174.86461, 0.14961, -0.88189, 0.44882, 1.00, 0.4252, 0.47244, 0.77165, 1.00, 0.08167, 0.0238, 0.93848, 0.65039, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
1316, 31190, 10.53578, 2.16021, 174.49112, 0.43307, -0.87402, 0.2126, 1.00, 0.54331, 0.44094, 0.71654, 1.00, 0.08167, 0.03464, 0.93848, 0.65088, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
