VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z, ATTRIBUTE9.x, ATTRIBUTE9.y, ATTRIBUTE9.z, ATTRIBUTE10.x, ATTRIBUTE10.y, ATTRIBUTE10.z
2227, 3436, 8.27591, 2.64921, 4.4528, -0.02362, 0.99213, 0.13386, 1.00, 0.9685, 0.05512, -0.24409, -1.00, 0.3728, 0.64111, 0.97255, 0.47843, 0.33333, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2228, 3440, 8.23949, 2.72705, 4.34672, -0.06299, 0.98425, 0.16535, 1.00, 0.9685, 0.10236, -0.23622, -1.00, 0.41016, 0.6875, 0.97255, 0.51373, 0.33333, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2229, 3437, 8.0443, 3.83276, 4.40163, -0.25197, 0.9685, -0.02362, 1.00, 0.94488, 0.24409, -0.22047, -1.00, 0.8877, 0.60205, 0.96078, 0.63922, 0.36078, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2230, 3439, 8.00169, 3.87814, 4.26421, -0.25197, 0.96063, -0.11811, 1.00, 0.95276, 0.22047, -0.2126, -1.00, 0.8667, 0.67676, 0.96471, 0.62745, 0.36471, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2231, 3441, 8.04252, 3.73327, 4.30309, -0.25984, 0.92913, -0.26772, 1.00, 0.95276, 0.2126, -0.20472, -1.00, 0.84521, 0.67578, 0.96863, 0.61569, 0.36863, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2232, 3442, 8.20477, 2.73128, 4.20572, -0.08661, 0.9685, 0.22835, 1.00, 0.9685, 0.13386, -0.22835, -1.00, 0.43872, 0.73584, 0.97255, 0.52941, 0.33725, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2233, 3438, 8.24618, 2.60621, 4.32275, -0.05512, 0.99213, 0.14173, 1.00, 0.9685, 0.08661, -0.24409, -1.00, 0.38696, 0.68994, 0.97255, 0.4902, 0.33333, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2234, 3440, 8.23949, 2.72705, 4.34672, -0.06299, 0.98425, 0.16535, 1.00, 0.9685, 0.10236, -0.23622, -1.00, 0.41016, 0.6875, 0.97255, 0.51373, 0.33333, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2235, 3443, 8.01267, 3.73061, 4.15971, -0.24409, 0.92126, -0.29921, 1.00, 0.96063, 0.19685, -0.19685, -1.00, 0.81885, 0.73193, 0.97255, 0.60784, 0.37255, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2236, 3441, 8.04252, 3.73327, 4.30309, -0.25984, 0.92913, -0.26772, 1.00, 0.95276, 0.2126, -0.20472, -1.00, 0.84521, 0.67578, 0.96863, 0.61569, 0.36863, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2237, 3439, 8.00169, 3.87814, 4.26421, -0.25197, 0.96063, -0.11811, 1.00, 0.95276, 0.22047, -0.2126, -1.00, 0.8667, 0.67676, 0.96471, 0.62745, 0.36471, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2238, 3442, 8.20477, 2.73128, 4.20572, -0.08661, 0.9685, 0.22835, 1.00, 0.9685, 0.13386, -0.22835, -1.00, 0.43872, 0.73584, 0.97255, 0.52941, 0.33725, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2239, 3440, 8.23949, 2.72705, 4.34672, -0.06299, 0.98425, 0.16535, 1.00, 0.9685, 0.10236, -0.23622, -1.00, 0.41016, 0.6875, 0.97255, 0.51373, 0.33333, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2240, 3444, 8.20271, 2.82476, 4.25799, -0.08661, 0.96063, 0.25197, 1.00, 0.9685, 0.14961, -0.22047, -1.00, 0.45581, 0.72705, 0.97255, 0.54902, 0.34902, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2241, 3441, 8.04252, 3.73327, 4.30309, -0.25984, 0.92913, -0.26772, 1.00, 0.95276, 0.2126, -0.20472, -1.00, 0.84521, 0.67578, 0.96863, 0.61569, 0.36863, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2242, 3443, 8.01267, 3.73061, 4.15971, -0.24409, 0.92126, -0.29921, 1.00, 0.96063, 0.19685, -0.19685, -1.00, 0.81885, 0.73193, 0.97255, 0.60784, 0.37255, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2243, 3445, 8.04793, 3.61498, 4.22378, -0.24409, 0.91339, -0.33071, 1.00, 0.96063, 0.18898, -0.18898, -1.00, 0.79541, 0.72412, 0.97647, 0.60, 0.38431, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2244, 3446, 8.16356, 2.87624, 4.11625, -0.13386, 0.97638, 0.1811, 1.00, 0.9685, 0.17323, -0.19685, -1.00, 0.49731, 0.77539, 0.97647, 0.56863, 0.36471, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2245, 3442, 8.20477, 2.73128, 4.20572, -0.08661, 0.9685, 0.22835, 1.00, 0.9685, 0.13386, -0.22835, -1.00, 0.43872, 0.73584, 0.97255, 0.52941, 0.33725, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2246, 3444, 8.20271, 2.82476, 4.25799, -0.08661, 0.96063, 0.25197, 1.00, 0.9685, 0.14961, -0.22047, -1.00, 0.45581, 0.72705, 0.97255, 0.54902, 0.34902, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2247, 3447, 8.03124, 3.56459, 4.08453, -0.22835, 0.92126, -0.30709, 1.00, 0.9685, 0.1811, -0.17323, -1.00, 0.76172, 0.77246, 0.98039, 0.59216, 0.39216, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2248, 3445, 8.04793, 3.61498, 4.22378, -0.24409, 0.91339, -0.33071, 1.00, 0.96063, 0.18898, -0.18898, -1.00, 0.79541, 0.72412, 0.97647, 0.60, 0.38431, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2249, 3443, 8.01267, 3.73061, 4.15971, -0.24409, 0.92126, -0.29921, 1.00, 0.96063, 0.19685, -0.19685, -1.00, 0.81885, 0.73193, 0.97255, 0.60784, 0.37255, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2250, 3448, 8.16695, 2.93856, 4.19029, -0.13386, 0.97638, 0.18898, 1.00, 0.9685, 0.17323, -0.18898, -1.00, 0.50635, 0.75635, 0.97647, 0.57647, 0.37255, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2251, 3446, 8.16356, 2.87624, 4.11625, -0.13386, 0.97638, 0.1811, 1.00, 0.9685, 0.17323, -0.19685, -1.00, 0.49731, 0.77539, 0.97647, 0.56863, 0.36471, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2252, 3444, 8.20271, 2.82476, 4.25799, -0.08661, 0.96063, 0.25197, 1.00, 0.9685, 0.14961, -0.22047, -1.00, 0.45581, 0.72705, 0.97255, 0.54902, 0.34902, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2253, 3445, 8.04793, 3.61498, 4.22378, -0.24409, 0.91339, -0.33071, 1.00, 0.96063, 0.18898, -0.18898, -1.00, 0.79541, 0.72412, 0.97647, 0.60, 0.38431, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2254, 3447, 8.03124, 3.56459, 4.08453, -0.22835, 0.92126, -0.30709, 1.00, 0.9685, 0.1811, -0.17323, -1.00, 0.76172, 0.77246, 0.98039, 0.59216, 0.39216, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2255, 3449, 8.06037, 3.48243, 4.16671, -0.22047, 0.92126, -0.30709, 1.00, 0.9685, 0.17323, -0.16535, -1.00, 0.7417, 0.75684, 0.98039, 0.58824, 0.40, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2256, 3450, 8.12418, 3.03537, 4.05779, -0.15748, 0.97638, 0.16535, 1.00, 0.9685, 0.18898, -0.17323, -1.00, 0.56055, 0.79688, 0.98039, 0.58824, 0.39608, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2257, 3446, 8.16356, 2.87624, 4.11625, -0.13386, 0.97638, 0.1811, 1.00, 0.9685, 0.17323, -0.19685, -1.00, 0.49731, 0.77539, 0.97647, 0.56863, 0.36471, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2258, 3448, 8.16695, 2.93856, 4.19029, -0.13386, 0.97638, 0.18898, 1.00, 0.9685, 0.17323, -0.18898, -1.00, 0.50635, 0.75635, 0.97647, 0.57647, 0.37255, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2259, 3451, 8.05672, 3.38631, 4.04165, -0.2126, 0.94488, -0.25197, 1.00, 0.9685, 0.17323, -0.15748, -1.00, 0.69629, 0.79785, 0.98431, 0.58824, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2260, 3449, 8.06037, 3.48243, 4.16671, -0.22047, 0.92126, -0.30709, 1.00, 0.9685, 0.17323, -0.16535, -1.00, 0.7417, 0.75684, 0.98039, 0.58824, 0.40, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2261, 3447, 8.03124, 3.56459, 4.08453, -0.22835, 0.92126, -0.30709, 1.00, 0.9685, 0.1811, -0.17323, -1.00, 0.76172, 0.77246, 0.98039, 0.59216, 0.39216, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2262, 3448, 8.16695, 2.93856, 4.19029, -0.13386, 0.97638, 0.18898, 1.00, 0.9685, 0.17323, -0.18898, -1.00, 0.50635, 0.75635, 0.97647, 0.57647, 0.37255, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2263, 3452, 8.13367, 3.06402, 4.14614, -0.14961, 0.9685, 0.19685, 1.00, 0.9685, 0.18898, -0.16535, -1.00, 0.5625, 0.77686, 0.98039, 0.58824, 0.39608, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2264, 3450, 8.12418, 3.03537, 4.05779, -0.15748, 0.97638, 0.16535, 1.00, 0.9685, 0.18898, -0.17323, -1.00, 0.56055, 0.79688, 0.98039, 0.58824, 0.39608, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2265, 3449, 8.06037, 3.48243, 4.16671, -0.22047, 0.92126, -0.30709, 1.00, 0.9685, 0.17323, -0.16535, -1.00, 0.7417, 0.75684, 0.98039, 0.58824, 0.40, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2266, 3451, 8.05672, 3.38631, 4.04165, -0.2126, 0.94488, -0.25197, 1.00, 0.9685, 0.17323, -0.15748, -1.00, 0.69629, 0.79785, 0.98431, 0.58824, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2267, 3453, 8.07932, 3.34068, 4.1341, -0.20472, 0.95276, -0.22835, 1.00, 0.9685, 0.17323, -0.15748, -1.00, 0.67969, 0.77832, 0.98431, 0.58824, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2268, 3454, 8.10407, 3.19726, 4.12713, -0.18898, 0.98425, -0.00787, 1.00, 0.9685, 0.1811, -0.15748, -1.00, 0.62109, 0.78467, 0.98431, 0.59216, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2269, 3450, 8.12418, 3.03537, 4.05779, -0.15748, 0.97638, 0.16535, 1.00, 0.9685, 0.18898, -0.17323, -1.00, 0.56055, 0.79688, 0.98039, 0.58824, 0.39608, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2270, 3452, 8.13367, 3.06402, 4.14614, -0.14961, 0.9685, 0.19685, 1.00, 0.9685, 0.18898, -0.16535, -1.00, 0.5625, 0.77686, 0.98039, 0.58824, 0.39608, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2271, 3455, 8.08809, 3.20238, 4.03259, -0.18898, 0.98425, -0.0315, 1.00, 0.9685, 0.1811, -0.15748, -1.00, 0.62939, 0.80664, 0.98431, 0.58824, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2272, 3453, 8.07932, 3.34068, 4.1341, -0.20472, 0.95276, -0.22835, 1.00, 0.9685, 0.17323, -0.15748, -1.00, 0.67969, 0.77832, 0.98431, 0.58824, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2273, 3451, 8.05672, 3.38631, 4.04165, -0.2126, 0.94488, -0.25197, 1.00, 0.9685, 0.17323, -0.15748, -1.00, 0.69629, 0.79785, 0.98431, 0.58824, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2274, 3450, 8.12418, 3.03537, 4.05779, -0.15748, 0.97638, 0.16535, 1.00, 0.9685, 0.18898, -0.17323, -1.00, 0.56055, 0.79688, 0.98039, 0.58824, 0.39608, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2275, 3454, 8.10407, 3.19726, 4.12713, -0.18898, 0.98425, -0.00787, 1.00, 0.9685, 0.1811, -0.15748, -1.00, 0.62109, 0.78467, 0.98431, 0.59216, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2276, 3455, 8.08809, 3.20238, 4.03259, -0.18898, 0.98425, -0.0315, 1.00, 0.9685, 0.1811, -0.15748, -1.00, 0.62939, 0.80664, 0.98431, 0.58824, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2277, 3453, 8.07932, 3.34068, 4.1341, -0.20472, 0.95276, -0.22835, 1.00, 0.9685, 0.17323, -0.15748, -1.00, 0.67969, 0.77832, 0.98431, 0.58824, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2278, 3455, 8.08809, 3.20238, 4.03259, -0.18898, 0.98425, -0.0315, 1.00, 0.9685, 0.1811, -0.15748, -1.00, 0.62939, 0.80664, 0.98431, 0.58824, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2279, 3454, 8.10407, 3.19726, 4.12713, -0.18898, 0.98425, -0.00787, 1.00, 0.9685, 0.1811, -0.15748, -1.00, 0.62109, 0.78467, 0.98431, 0.59216, 0.40784, 1.00, 2, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2280, 3456, 8.35622, -3.33325, 5.47761, -0.1811, -0.97638, -0.11811, 1.00, 0.97638, -0.18898, 0.05512, 1.00, 0.61816, 0.10333, 0.98824, 0.40392, 0.53725, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2281, 3457, 8.33283, -3.35703, 5.81383, -0.18898, -0.97638, -0.07087, 1.00, 0.97638, -0.18898, 0.05512, 1.00, 0.60986, 0.0309, 0.98824, 0.40392, 0.53725, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2282, 3458, 8.36422, -3.18026, 5.80479, -0.13386, -0.96063, -0.24409, 1.00, 0.98425, -0.14961, 0.05512, 1.00, 0.54492, 0.03821, 0.99216, 0.42745, 0.53725, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2283, 3456, 8.35622, -3.33325, 5.47761, -0.1811, -0.97638, -0.11811, 1.00, 0.97638, -0.18898, 0.05512, 1.00, 0.61816, 0.10333, 0.98824, 0.40392, 0.53725, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2284, 3459, 8.29674, -3.53123, 5.78863, -0.23622, -0.9685, 0.10236, 1.00, 0.9685, -0.22835, 0.04724, 1.00, 0.67383, 0.03607, 0.98431, 0.38039, 0.52941, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
